Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
e6996fc3047194504e90ed74ffa391a9,"Early Development, Literacy",Happy Birthday Dr. Seuss!,"My students need 59 Dr. Seuss books to celebrate ""Read Across America"" and Dr. Seuss' birthday in March.",California,urban,91343,Grades PreK-2,"happy birthday dr. seuss & my students need 59 dr. seuss books to celebrate read across america and dr. seuss birthday in march. & early development, literacy & california"
0e3a8c44a9eaa9821e3baaa6160a52ef,"Early Development, Other",New Beginnings!,"My students need staplers, staple removers, 2 scissors, tape dispenser, markers, 8 mechanical pencils, 2 erasers, labels, a flash drive, 2 composition books and 1 notebook to save our work.    ",New York,urban,11214,Grades PreK-2,"new beginnings & my students need staplers, staple removers, scissors, tape dispenser, markers, mechanical pencils, erasers, labels, a flash drive, composition books and notebook to save our work. & early development, other & new york"
1ae7665905e442d4482319619b21bf07,"Gym & Fitness, Team Sports","Dribble, Shoot and SCORE!!",My students need Jr. size basketballs and Tierdrop Basketball Goal Sets to help them work on shooting.,Indiana,urban,46222,Grades 3-5,"dribble, shoot and score & my students need jr. size basketballs and tierdrop basketball goal sets to help them work on shooting. & gym & fitness, team sports & indiana"
418df731318200bf72212e69c9492fc7,"Early Development, Special Needs",Carpe(t) Diem-Part II,My students need a carpet for our classroom reading/library area.,California,suburban,90242,Grades PreK-2,"carpet diempart ii & my students need a carpet for our classroom readinglibrary area. & early development, special needs & california"
495f30b081391a681424848e1e8ca2d2,"Extracurricular, Visual Arts",Artsy Fartsy! Help Us Create Art!,"My students need 10 easels, 10 sets of paint, 30 canvases and 10 sets of paint brushes to create art projects.",Illinois,urban,61201,Grades 3-5,"artsy fartsy help us create art & my students need 10 easels, 10 sets of paint, 30 canvases and 10 sets of paint brushes to create art projects. & extracurricular, visual arts & illinois"
4a0982b2de1afa06f31e893733cdc541,"History & Geography, Visual Arts",Art? We Love Art! (Part3),"My students need this set of 8 Dropping In Series DVDs because art education engages students in learning, and a Samsung Chromebook to research artists and projects.",California,suburban,92562,Grades 3-5,"art we love art part3 & my students need this set of dropping in series dvds because art education engages students in learning, and a samsung chromebook to research artists and projects. & history & geography, visual arts & california"
5a484757b00ebc4b4c1c9ecffb902c79,"Literature & Writing, Visual Arts",Laminating Good Work!,My students need a laminating machine with pouches to laminate their good writing and art pieces.,Florida,suburban,33065,Grades PreK-2,"laminating good work & my students need a laminating machine with pouches to laminate their good writing and art pieces. & literature & writing, visual arts & florida"
5e2b305c3df5d23bcc837d481fb391fc,"Literature & Writing, Music",Magic Carpet for My Munchkins,"My students need a new carpet for group instruction. The carpet is where we hold story time, math activities, partner sharing and learn about respecting personal space.",Florida,suburban,33147,Grades PreK-2,"magic carpet for my munchkins & my students need a new carpet for group instruction. the carpet is where we hold story time, math activities, partner sharing and learn about respecting personal space. & literature & writing, music & florida"
9f574dbdd47278b7afdbc5be75f59769,"Early Development, Other",Restock and Replenish,"My students need crayons, pencils and items such as ink, trimmer and cut out accents to make our classroom fun and appealing.",New York,urban,11214,Grades PreK-2,"restock and replenish & my students need crayons, pencils and items such as ink, trimmer and cut out accents to make our classroom fun and appealing. & early development, other & new york"
a2b33096c8e72d5c8b0401d2559056fb,"Literature & Writing, Visual Arts",Enjoying The Arts In Kindergarten,"My students need Art supplies: markers, glue sticks, crayons, dry erasers, magnetic dry-erase easel, and post-it self-stick easel pad.",Florida,suburban,33065,Grades PreK-2,"enjoying the arts in kindergarten & my students need art supplies markers, glue sticks, crayons, dry erasers, magnetic dryerase easel, and postit selfstick easel pad. & literature & writing, visual arts & florida"
a567261f881408007a8bff69f5864cb0,"Mathematics, Special Needs",Tolerance for Math Alive!,My students need Math Alive Kit to help them have tolerance for numbers and equations.,Texas,suburban,77084,Grades 9-12,"tolerance for math alive & my students need math alive kit to help them have tolerance for numbers and equations. & mathematics, special needs & texas"
a82bf0242b1aa4538ffd91bd4ea6f904,"Gym & Fitness, Team Sports",We Need a Safe Place for Exercise Balls!,My students need Big ball caddies for your exercise balls.,Indiana,urban,46222,Grades 3-5,"we need a safe place for exercise balls & my students need big ball caddies for your exercise balls. & gym & fitness, team sports & indiana"
a86884d852e565d73ce9bf68064c91ea,"Applied Sciences, Mathematics",College Bound Students Need Technology,"My students need a Chromebook and wireless mouse to access math, science, and other internet based learning to get them to college.",California,suburban,92562,Grades 3-5,"college bound students need technology & my students need a chromebook and wireless mouse to access math, science, and other internet based learning to get them to college. & applied sciences, mathematics & california"
a9a2ab33acb15d8abf5f4850aaa7b934,"Early Development, Health & Life Science",STEM-ulate Us with Hands-On Science,"My students need a Watch-It Grow Geeenhouse, 3-D viewers to see real photos of life such as birds and insects and a foundational skills set to help them learn and grow.",New York,urban,11214,Grades PreK-2,"stemulate us with handson science & my students need a watchit grow geeenhouse, 3d viewers to see real photos of life such as birds and insects and a foundational skills set to help them learn and grow. & early development, health & life science & new york"
beb4eaae32a5e190a14e6781aad01b33,"ESL, Special Needs",iRead iWrite iPad- Part 2,"My students need 2 iPads and cases to learn about the immigration experience for themselves, their families and classmates.",Pennsylvania,urban,19154,Grades PreK-2,"iread iwrite ipad part & my students need ipads and cases to learn about the immigration experience for themselves, their families and classmates. & esl, special needs & pennsylvania"
c7f6103b1a9247e75ee16c48e6645aa3,"Extracurricular, Visual Arts",Wildcat Student News,"My students need a camcorder, microphone, and accessories to create a student news team with better technology. ",California,urban,93313,Grades 3-5,"wildcat student news & my students need a camcorder, microphone, and accessories to create a student news team with better technology. & extracurricular, visual arts & california"
cdd789135977e0e4aade1260d118668e,"Literacy, Literature & Writing",Reading for Success!,"My students need 1 IPAD 2, an IPAD case, 1 QuizmoÃÂ® Grammar Series, 1 Hot DotsÃÂ® Academic Vocabulary Card Set - Gr. 1-3, 1 Reading Comprehension Game: Text Structure - WhatÃ¢ÂÂs the Scoop? Reading Level-Red (2.0-3.5), and other reading games.  ",Florida,suburban,33067,Grades PreK-2,"reading for success & my students need ipad 2, an ipad case, quizmoã ® grammar series, hot dotsã ® academic vocabulary card set gr. 13, reading comprehension game text structure whatã¢  the scoop reading levelred 2.03.5, and other reading games. & literacy, literature & writing & florida"
df7934750a2c33935a21ab96f00d6f17,"Early Development, Mathematics",A Place for Everything! Part 1,My students need a storage unit to keep all manipulatives organized.  ,New York,urban,11214,Grades PreK-2,"a place for everything part & my students need a storage unit to keep all manipulatives organized. & early development, mathematics & new york"
eae37d2b8e232998800f42656b4cab8a,"Character Education, Social Sciences","Clean Up, Clean Up, Everybody Clean Up","My students need chair pockets, file drawers , and a sweeper to help learn organization and cleanliness.",Michigan,urban,48207,Grades 3-5,"clean up, clean up, everybody clean up & my students need chair pockets, file drawers , and a sweeper to help learn organization and cleanliness. & character education, social sciences & michigan"
670a8e3165b1a47138cb5df3f351eb1c,"Applied Sciences, Music","Science and Sound, Part 4",My students need soprano xylophones to check out so they can explore the relationship between science and music at home.,Florida,suburban,32065,Grades 3-5,"science and sound, part & my students need soprano xylophones to check out so they can explore the relationship between science and music at home. & applied sciences, music & florida"
4e6aa64895cbc69ced3e639e80f5635f,Music,"Tolerance Through Music, Art, and History ","My students need an interactive timeline that connects music, art, and history.",Florida,suburban,32065,Grades 3-5,"tolerance through music, art, and history & my students need an interactive timeline that connects music, art, and history. & music & florida"
5f4e4b433aad2c0eec6f16afc032c022,"Music, Performing Arts",Ring-a-Ling! Bells Alive!,"My students need handbells, Boomwhackers, and a parachute for musical games and exploration.",Texas,urban,75503,Grades 3-5,"ringaling bells alive & my students need handbells, boomwhackers, and a parachute for musical games and exploration. & music, performing arts & texas"
9b449072b1ee085965194258694d138b,Music,"iPads for Music, Part 11",My students need iPads and cases to help learn musical skills.,Florida,suburban,32065,Grades PreK-2,"ipads for music, part 11 & my students need ipads and cases to help learn musical skills. & music & florida"
d4d12d91bf15a253d190e4be3f92275f,"Mathematics, Music",Chroming Up for Musical Math Part 2,My students need two HP 14-inch Chromebooks for our music classroom.,Florida,suburban,33162,Grades 3-5,"chroming up for musical math part & my students need two hp 14inch chromebooks for our music classroom. & mathematics, music & florida"
e06e4daec2f3b7f53b5ddef6037d278a,Music,Strumming Up Success,My students need ukulele's! This will immensely help those hands-on students who need some kind of instrument to play and will continue their STEAM education.,Texas,urban,78717,Grades 3-5,strumming up success & my students need ukuleles this will immensely help those handson students who need some kind of instrument to play and will continue their steam education. & music & texas
eae2ba7b5c26c73d4051fb31857e894f,"Music, Performing Arts",Boom Bang Clap Learn,My students need more drums so we can finally have a full classroom set of instruments to create a drum circle during music class.,Illinois,urban,60643,Grades PreK-2,"boom bang clap learn & my students need more drums so we can finally have a full classroom set of instruments to create a drum circle during music class. & music, performing arts & illinois"
26e952ffc0995f8189ec99532150e082,"Character Education, Health & Wellness",A Place for Every Child,My students need a Tree Top Buddy Bench! Kids don't have to be lonely at recess anymore thanks to a Buddy Bench.,Texas,urban,77521,Grades 3-5,"a place for every child & my students need a tree top buddy bench kids dont have to be lonely at recess anymore thanks to a buddy bench. & character education, health & wellness & texas"
2f16f9a9e59a704f51447cc28d17eb8c,"Literature & Writing, Visual Arts",Empowering Students Through Art & Technology,My students need Chromebooks and management licenses.,Illinois,suburban,62234,Grades 3-5,"empowering students through art & technology & my students need chromebooks and management licenses. & literature & writing, visual arts & illinois"
410f4b08685fd168921c606d1aa3102f,"Character Education, Community Service",Pancake Social,"My students need a PancakeBot, an SD card, pancake mix, syrup, plates, forks and napkins to foster acceptance and promote collaboration.",California,urban,92301,Grades 6-8,"pancake social & my students need a pancakebot, an sd card, pancake mix, syrup, plates, forks and napkins to foster acceptance and promote collaboration. & character education, community service & california"
7d26ec54ce68e354d1c48c74dae46a15,"Literacy, Mathematics",Creative Owls Love OSMO!! part 2,My students need a mini iPad and Osmo.,Florida,suburban,33076,Grades PreK-2,"creative owls love osmo part & my students need a mini ipad and osmo. & literacy, mathematics & florida"
dd1117a7e111f6de3c1b8284687e5737,"Early Development, Social Sciences",Creating a City of Diversity Just Like Our Own! ,"My students need Legos to help create a community to better understand what living, working, and playing together mean! What a great way to learn then discovering our differences are why our community is special.",Illinois,urban,60634,Grades PreK-2,"creating a city of diversity just like our own & my students need legos to help create a community to better understand what living, working, and playing together mean what a great way to learn then discovering our differences are why our community is special. & early development, social sciences & illinois"
0fc25df8ea63130e160c8e136f109072,"Early Development, Literacy",Learning through Music!,My students need mp3 players and earbuds.,Indiana,suburban,47941,Grades PreK-2,"learning through music & my students need mp3 players and earbuds. & early development, literacy & indiana"
1965ee2bc4d6af6e2330608d92ef2ed7,"ESL, Literacy",Vibrant Vivid Visual Aids Needed!,My students need an Epson colored printer and Epson colored ink to create visual supports to help my students who struggle with language daily.,Texas,suburban,77511,Grades PreK-2,"vibrant vivid visual aids needed & my students need an epson colored printer and epson colored ink to create visual supports to help my students who struggle with language daily. & esl, literacy & texas"
522b04869bf3fe558a37efeeff9e8e8f,"Environmental Science, Health & Life Science",Getting Really Tech Smart,My students need a new Chromebook computer to use the internet and create documents.,Texas,suburban,78640,Grades 3-5,"getting really tech smart & my students need a new chromebook computer to use the internet and create documents. & environmental science, health & life science & texas"
771a015af464c9c6d3d4714c210cbe4d,"Early Development, Mathematics",Animal Math,"My students need various math counters, puzzles, an audio book, markers, measuring tapes, fine motor games, and lacing beads to use during our animal unit.",Texas,urban,75081,Grades PreK-2,"animal math & my students need various math counters, puzzles, an audio book, markers, measuring tapes, fine motor games, and lacing beads to use during our animal unit. & early development, mathematics & texas"
7a0e109e1641228b65bae0a793e96a4a,"Environmental Science, Mathematics",STEM Students Soar to New Heights!,My students need an Apple MacBook Pro laptop and an Apple USB Superdrive to replace the antiquated student computers in our classroom.,California,suburban,94509,Grades 3-5,"stem students soar to new heights & my students need an apple macbook pro laptop and an apple usb superdrive to replace the antiquated student computers in our classroom. & environmental science, mathematics & california"
b9ec2ca3f453fae92a774e5868047de5,Literacy,Organization At Its Best,"My students need pocket folders with fasteners, notebooks, word wall accessories and sharpies.",North Carolina,urban,27215,Grades 3-5,"organization at its best & my students need pocket folders with fasteners, notebooks, word wall accessories and sharpies. & literacy & north carolina"
c234e64bcd4eace2313c1fc9f004eac3,"ESL, Literacy",A Magic Carpet Ride for Learning,My students need a classroom rug.,Texas,urban,77036,Grades 3-5,"a magic carpet ride for learning & my students need a classroom rug. & esl, literacy & texas"
ca028ef14f2bd0605e0e241d84d4d9e7,"Community Service, Special Needs",Students with Special Needs Learn Recycling Skills,My students need shredders to help them learn recycling skills,North Carolina,urban,28202,Grades 9-12,"students with special needs learn recycling skills & my students need shredders to help them learn recycling skills & community service, special needs & north carolina"
d63580781964dabf964ceb72713fa1c6,Special Needs,Epson Printer to Enhance Learning,My students need 1 printer and 5 ink cartridges to print the Special Education curriculum that they use daily. We also need to print the work that they create and take it home.,California,urban,92113,Grades 6-8,epson printer to enhance learning & my students need printer and ink cartridges to print the special education curriculum that they use daily. we also need to print the work that they create and take it home. & special needs & california
d7fb6179278ee31a2fb15fe761b5c71f,"Mathematics, Special Needs",Help Us See The Board!,My students need 2 iPevo iZiggi document cameras to help them see the board.,California,suburban,92553,Grades PreK-2,"help us see the board & my students need ipevo iziggi document cameras to help them see the board. & mathematics, special needs & california"
d8468ef765f7856f1ac482d65b65c5ed,"Applied Sciences, Visual Arts",Colorify Our World,My students need a new printer with colored ink to print their masterpieces.,California,urban,93313,Grades 3-5,"colorify our world & my students need a new printer with colored ink to print their masterpieces. & applied sciences, visual arts & california"
e3e5788a6ae869465d02c9d4d102fc23,Literacy,"Poetry, Poetry Everywhere!",My students need grade level appropriate poetry books! These books will make us laugh as we practice our reading fluency.,Illinois,suburban,60139,Grades PreK-2,"poetry, poetry everywhere & my students need grade level appropriate poetry books these books will make us laugh as we practice our reading fluency. & literacy & illinois"
e5d4ab68c5b3f09845c082ff38e1e964,Literacy,Let's Start A Library,My students need a rug to start our library reading area.,Florida,suburban,32583,Grades 3-5,lets start a library & my students need a rug to start our library reading area. & literacy & florida
eec3fbda1e7b2861977423a221bc37cb,"Other, Special Needs",Materials for our TEACCH classroom,"My students need ink, a laminator and laminating paper to make activities and various other activities for their TEACCH area.",Florida,suburban,33024,Grades 6-8,"materials for our teacch classroom & my students need ink, a laminator and laminating paper to make activities and various other activities for their teacch area. & other, special needs & florida"
1cffc78ee2fa627bb075760d46ebe1d2,Health & Wellness,Spring Into Cleaning and Replenishing!,"My students need various cleaning supplies, sentence strips, storage box and bulletin board storage bag. ",New York,suburban,11717,Grades 3-5,"spring into cleaning and replenishing & my students need various cleaning supplies, sentence strips, storage box and bulletin board storage bag. & health & wellness & new york"
2159fd136b7faafe326ee717bea6a789,"Health & Wellness, Nutrition Education",You Are What You Eat,"My students need a display that shows the amount of fat in 36 common foods so that they can compare, contrast, and find the healthiest options.",California,suburban,94513,Grades 6-8,"you are what you eat & my students need a display that shows the amount of fat in 36 common foods so that they can compare, contrast, and find the healthiest options. & health & wellness, nutrition education & california"
332c5815b188926e9d29fefdb5501948,"Music, Performing Arts","K, 1, 2, 3: Bring Us Xylobells, Please!",My students need xylobell instruments to begin learning how to read and perform music!,Illinois,urban,60609,Grades 6-8,"k, 1, 2, bring us xylobells, please & my students need xylobell instruments to begin learning how to read and perform music & music, performing arts & illinois"
361d520f3d54e7b817d771c55aeb33e5,Music,The Perfect Pair,My students need 5 iPad minis to use great music apps!,Indiana,urban,46220,Grades 6-8,the perfect pair & my students need ipad minis to use great music apps & music & indiana
3c9f9a5e206f6e2122eb824082547ad6,"Literacy, Performing Arts",I Was Born to be a STAR,My students need 3 Kindles and cases to record and act out Readers Theater. This will allow students to build fluency and make reading more authentic.,Florida,suburban,33351,Grades 3-5,"i was born to be a star & my students need kindles and cases to record and act out readers theater. this will allow students to build fluency and make reading more authentic. & literacy, performing arts & florida"
44ca9fd22467daebe60cf8b88cc535d0,"Literacy, Literature & Writing",Reading Takes Center Stage,"My students need literacy station items to build phonics skills, such as 2 Hot Dots pens with a phonics set, CVC Word Building Bingo, letter beads and stamps, plus PlayDoh and letter cutters.",Texas,urban,77521,Grades PreK-2,"reading takes center stage & my students need literacy station items to build phonics skills, such as hot dots pens with a phonics set, cvc word building bingo, letter beads and stamps, plus playdoh and letter cutters. & literacy, literature & writing & texas"
5e695d4d39baa9b755b44f249bd0386a,"Literacy, Special Needs",A Taste for Reading,My students need fiction and nonfiction leveled readers and book bins. We are excited to start our leveled reading library!,Georgia,suburban,30344,Grades PreK-2,"a taste for reading & my students need fiction and nonfiction leveled readers and book bins. we are excited to start our leveled reading library & literacy, special needs & georgia"
71a7b617b7fcf91664a637f9acb6fb71,"ESL, Literacy",Basic Supplies!,"My students need basic supplies such as pencils, erasers, dry erase markers, sticky-notes, and markers.",Georgia,urban,30328,Grades 3-5,"basic supplies & my students need basic supplies such as pencils, erasers, dry erase markers, stickynotes, and markers. & esl, literacy & georgia"
7bbbe76f36a55f4ce53df3dc458bc351,"Environmental Science, Special Needs",Hands-On with FOSS: Living Systems,My students need the FOSS Next Generation Living Systems Complete Module to learn science in an interactive and hands-on way!,California,suburban,91775,Grades 3-5,"handson with foss living systems & my students need the foss next generation living systems complete module to learn science in an interactive and handson way & environmental science, special needs & california"
a0dc42c715423284fe0e9a581b1d3af1,"Economics, Financial Literacy",Classroom Store Galore! ,"My students need a laptop to help manage our inventory of our classroom store items and a variety of classroom reward items such as; fidget brain teaser puzzles, comfy floor seats, books, sharpeners, and more.",Illinois,urban,60634,Grades 3-5,"classroom store galore & my students need a laptop to help manage our inventory of our classroom store items and a variety of classroom reward items such as fidget brain teaser puzzles, comfy floor seats, books, sharpeners, and more. & economics, financial literacy & illinois"
ada690307d8364912b77500448e901f2,"Literacy, Literature & Writing",Perfect Prizes,"My students need glow-in-dark green bouncing balls, spin tops, sticky hands, gliders, pencils and mini erasers for prizes.",North Carolina,suburban,28704,Grades PreK-2,"perfect prizes & my students need glowindark green bouncing balls, spin tops, sticky hands, gliders, pencils and mini erasers for prizes. & literacy, literature & writing & north carolina"
b61f498eddff3a07cc53700b88e62b63,"Other, Special Needs",Color Coding for Success ,My students need color coded library bins and pocket charts to display classroom routines.,New York,urban,11102,Grades 3-5,"color coding for success & my students need color coded library bins and pocket charts to display classroom routines. & other, special needs & new york"
b98cb74f6ad49821fdbd65e3e3c5d8a1,"Character Education, Music",Jamming Classroom Meetings Part Two,My students need three Mondo Djembe drums for our jamming classroom meetings.,Illinois,urban,60634,Grades 3-5,"jamming classroom meetings part two & my students need three mondo djembe drums for our jamming classroom meetings. & character education, music & illinois"
ba8c9cd66409c40d08fa34a1d9062cc5,Mathematics,This and That!!,"My students need batteries, privacy shields, common core math support resources.  ",California,suburban,90220,Grades PreK-2,"this and that & my students need batteries, privacy shields, common core math support resources. & mathematics & california"
c18bb0a14bf45e8b296237c421585829,"Literacy, Mathematics",It Hurts My Ears Too,My students need ten headphones that are specially sized to fit their heads and a organizer for safe storage of the headphones.,Georgia,suburban,30122,Grades PreK-2,"it hurts my ears too & my students need ten headphones that are specially sized to fit their heads and a organizer for safe storage of the headphones. & literacy, mathematics & georgia"
c87f9599c4f0698a0a5e0a6c2d725d4e,"Character Education, Social Sciences","Virtual Reality and the ""New American"" Experience","My students need a CyberPowerPC ""Gamer Xtreme Virtual Reality (VR) Ready"" computer, an HTC Vive Virtual Reality System, and various support accessories.",Florida,suburban,33567,Grades 9-12,"virtual reality and the new american experience & my students need a cyberpowerpc gamer xtreme virtual reality vr ready computer, an htc vive virtual reality system, and various support accessories. & character education, social sciences & florida"
d278326e97c4b380151373a02bebda5e,"Literacy, Literature & Writing",Word Work Wonders,"My students need write and wipe pockets, magnetic letters, and storage containers to organize all literacy centers.",Georgia,suburban,30122,Grades PreK-2,"word work wonders & my students need write and wipe pockets, magnetic letters, and storage containers to organize all literacy centers. & literacy, literature & writing & georgia"
d34fe03978e0c659ddbf5711918b004e,"ESL, Social Sciences","Real World, Here We Come!","My students need Scholastic News, SuperScience, and Dynamath magazines for learning about current events and to make connections to the real world.",Illinois,urban,60634,Grades 3-5,"real world, here we come & my students need scholastic news, superscience, and dynamath magazines for learning about current events and to make connections to the real world. & esl, social sciences & illinois"
480c42da9649cd66e5579cc415cc2965,"Mathematics, Special Needs",Math Materials to Make and Build Partnerships and Friendships,"My students need math manipulatives, math centers, and building kits to build our love of learning, hone social skills, and build partnerships while improving our math skills!",New York,urban,10460,Grades PreK-2,"math materials to make and build partnerships and friendships & my students need math manipulatives, math centers, and building kits to build our love of learning, hone social skills, and build partnerships while improving our math skills & mathematics, special needs & new york"
7cd330982dd613febfb0249223f1c6b8,Music,Music... Buy the Books,My students need a class set of classical guitar music text books.,Texas,suburban,77584,Grades 3-5,music... buy the books & my students need a class set of classical guitar music text books. & music & texas
80600f96948d5e8a7b0d243fba9c98d9,"Literacy, Literature & Writing",Mini iPad into Reading,My students need a mini iPad with covers to become independent in reading.,Texas,urban,78242,Grades PreK-2,"mini ipad into reading & my students need a mini ipad with covers to become independent in reading. & literacy, literature & writing & texas"
82140065221d2ea79e79160c30416db8,"Gym & Fitness, Health & Wellness",Laminating Our Workout Sheets!,My students need a laminator to protect papers for our fitness stations. We also need it for laminating posters and awards.,Indiana,urban,46222,Grades 3-5,"laminating our workout sheets & my students need a laminator to protect papers for our fitness stations. we also need it for laminating posters and awards. & gym & fitness, health & wellness & indiana"
8fc44e1789aca2226230025ea94e9ca8,"Music, Performing Arts",Learning Our Recorders,My students need recorders to learn music notes and being able to play a wind instrument.,California,urban,95355,Grades 3-5,"learning our recorders & my students need recorders to learn music notes and being able to play a wind instrument. & music, performing arts & california"
98442f7837def23ffc233b8cf22bca78,Visual Arts,Crafting With Cricut ,"My students need an Cricut Explore Air 2 cutting machine and accessories bundle to create projects in literacy, social studies math and more!",New York,urban,11229,Grades PreK-2,"crafting with cricut & my students need an cricut explore air cutting machine and accessories bundle to create projects in literacy, social studies math and more & visual arts & new york"
df31cc7d7dde78df30b0ffef35b0dd15,"Character Education, Literacy",Enhancing Students Social Skills ,"My students need a TV, an Xbox One game console, two controllers, games, and books to enhance their social skills.",California,suburban,90260,Grades 3-5,"enhancing students social skills & my students need a tv, an xbox one game console, two controllers, games, and books to enhance their social skills. & character education, literacy & california"
010732a68a6a6a7a40b6827355bd2a04,"Literacy, Performing Arts",Help Little Voices Be Heard! Mics For Our Shows! Part A,My students need wireless microphones for drama productions.,Texas,urban,78242,Grades PreK-2,"help little voices be heard mics for our shows part a & my students need wireless microphones for drama productions. & literacy, performing arts & texas"
32e159618708153838fd3483ddeb28a0,"Literacy, Special Needs",Epson! That's the Printer WE Want!,My students need an Epson printer (and accessories such as extra ink) to print colorful assignments and newsletters!,Illinois,urban,61201,Grades 3-5,"epson thats the printer we want & my students need an epson printer and accessories such as extra ink to print colorful assignments and newsletters & literacy, special needs & illinois"
677de3ac0a93ca27b7fac6e1d4a26315,"Other, Special Needs","Help Us Have An ""Owl""-some Year","My students need these creative things to brighten up our classroom! With the owl paper, owl bulletin board sets and cute owl cut outs-our classroom will be totally new! ",Illinois,urban,61201,Grades 3-5,"help us have an owlsome year & my students need these creative things to brighten up our classroom with the owl paper, owl bulletin board sets and cute owl cut outsour classroom will be totally new & other, special needs & illinois"
6bb40bbc9d1c71a16e8a2a590ae3b1c0,"Music, Performing Arts",An Image is Worth a Thousand Words,My students need a whiteboard for visual aid during their music education.,California,urban,90805,Grades 3-5,"an image is worth a thousand words & my students need a whiteboard for visual aid during their music education. & music, performing arts & california"
6f08002c63fcb410bc2723ebb32a7320,"Literature & Writing, Mathematics",We Need an iPad to Interact,"My students need a class iPad, stylus and case.",California,urban,95121,Grades 3-5,"we need an ipad to interact & my students need a class ipad, stylus and case. & literature & writing, mathematics & california"
7f732c98dc509c37a5a23e8a8f773ab1,"Literacy, Mathematics",Mini iPad-ding Lessons III,"My students need a mini iPad to enhance learning in reading, math, science and social studies.",Texas,urban,78242,Grades PreK-2,"mini ipadding lessons iii & my students need a mini ipad to enhance learning in reading, math, science and social studies. & literacy, mathematics & texas"
87421068ec6d6013cade7cc6a37e9566,Environmental Science,Healing the World-Fourth Grade Style,My students need 4 Kindle Tablets to successfully engage in a hands-on environmentally friendly project. They will use the tablets for research and to create podcasts.,Florida,suburban,33351,Grades 3-5,healing the worldfourth grade style & my students need kindle tablets to successfully engage in a handson environmentally friendly project. they will use the tablets for research and to create podcasts. & environmental science & florida
ac56fc222b4428fb0e61c13a5846d9e5,"Literacy, Mathematics","More Technology , Please!",My students need a MacBook Pro.,California,urban,90006,Grades PreK-2,"more technology , please & my students need a macbook pro. & literacy, mathematics & california"
ae23049214123c5ac952294a8418561d,"Extracurricular, Music",It's All About the Recorders!,My students need recorders to practice and grow their musical skills. They will also be used to participate in our spring concert.,Pennsylvania,suburban,18705,Grades 3-5,"its all about the recorders & my students need recorders to practice and grow their musical skills. they will also be used to participate in our spring concert. & extracurricular, music & pennsylvania"
309b2bcf3e9ae60e2b25dd76c299fb80,"Literacy, Visual Arts",What You See Is What You Get!,"My students need bilingual books, construction paper, craft supplies, a junction box for our CD player, and a variety of CDs to use in their listening station as well as in their art center. ",Texas,urban,77020,Grades PreK-2,"what you see is what you get & my students need bilingual books, construction paper, craft supplies, a junction box for our cd player, and a variety of cds to use in their listening station as well as in their art center. & literacy, visual arts & texas"
4ed6f20019def0ca01fdd9799835ec77,"Character Education, Civics & Government",Studying The Diversity In Our Own Classroom,"My students need a new desktop computer for our classroom Smartboard, books and e-books to study countries and cultures. ",New York,urban,11234,Grades 3-5,"studying the diversity in our own classroom & my students need a new desktop computer for our classroom smartboard, books and ebooks to study countries and cultures. & character education, civics & government & new york"
5e8daf6b7a28834fd78b40f6152b0734,"Early Development, Literacy",weLearn with iPad,"My students need an iPad and case to use during Literacy/Reading Centers, Math Centers and for Exploration and Research during Science, Social Studies and Writing Time.",Florida,suburban,33076,Grades PreK-2,"welearn with ipad & my students need an ipad and case to use during literacyreading centers, math centers and for exploration and research during science, social studies and writing time. & early development, literacy & florida"
8a802c3957139f376e11149bd4ab7e69,"Applied Sciences, Mathematics",Our SMART Board Isn't So Smart,My students need a Lenovo desktop computer to run our SMART Board.,New York,urban,11234,Grades 3-5,"our smart board isnt so smart & my students need a lenovo desktop computer to run our smart board. & applied sciences, mathematics & new york"
abe9f01189c1185f451c56a79f68b6ff,"Applied Sciences, Health & Life Science",It's Electric! - Learning About Science.,"My students need a computer to do research, an electricity circuit kit, and more ways to learn about electricity. ",Florida,suburban,34711,Grades PreK-2,"its electric learning about science. & my students need a computer to do research, an electricity circuit kit, and more ways to learn about electricity. & applied sciences, health & life science & florida"
c2ee0f6967f1566d6b22a04ccac2bf34,"Health & Life Science, Mathematics",Fantastic Fifth Grade Fact Finders,My students need an iPad. ,California,suburban,92562,Grades 3-5,"fantastic fifth grade fact finders & my students need an ipad. & health & life science, mathematics & california"
cfa9065d18cea3f47a597b873576e103,"Literature & Writing, Mathematics",Boogie on Down with Writing,My students need 10 LCD Boogie Boards with protective sleeves.,North Carolina,suburban,28704,Grades 3-5,"boogie on down with writing & my students need 10 lcd boogie boards with protective sleeves. & literature & writing, mathematics & north carolina"
e2c7ffaa73b314024f0c3d675899b52d,"Character Education, History & Geography",Intelligence Plus Character...The Goal of  True Education,"My students need books and materials to help them celebrate and learn about Dr. Martin Luther King, Jr., Ruby Bridges and other great Americans.",Texas,urban,77521,Grades PreK-2,"intelligence plus character...the goal of true education & my students need books and materials to help them celebrate and learn about dr. martin luther king, jr., ruby bridges and other great americans. & character education, history & geography & texas"
bea19546b0c8230223353474c6eb8335,Literacy,iStation Learning Part 1,My students need an ipad mini to use during Intervention and Enrichment time to work on their reading skills.,Texas,urban,78242,Grades 3-5,istation learning part & my students need an ipad mini to use during intervention and enrichment time to work on their reading skills. & literacy & texas
